"Automatically redirect the URLs of disabled or deleted products to a relevant active destination instead of returning a 404. Targets resolve in priority order: the product's first active category, then the fallback URL, then the homepage. Generated rules appear in Marketing &#8594; SEO &#8594; Redirects and can be edited or removed.","Automatically redirect the URLs of disabled or deleted products to a relevant active destination instead of returning a 404. Targets resolve in priority order: the product's first active category, then the fallback URL, then the homepage. Generated rules appear in Marketing &#8594; SEO &#8594; Redirects and can be edited or removed."
"Enable auto-redirect on disable","Enable auto-redirect on disable"
"Generate a redirect when a product is set to Disabled. Re-enabling the product removes its auto-redirect.","Generate a redirect when a product is set to Disabled. Re-enabling the product removes its auto-redirect."
"Enable auto-redirect on delete","Enable auto-redirect on delete"
"Generate a redirect when a product is deleted, using the product URL captured at delete time.","Generate a redirect when a product is deleted, using the product URL captured at delete time."
"Fallback URL","Fallback URL"
"Destination used when a removed product has no active category. Leave blank to fall through to the homepage.","Destination used when a removed product has no active category. Leave blank to fall through to the homepage."
"301 preserves link equity (recommended); 302/307 are temporary.","301 preserves link equity (recommended); 302/307 are temporary."
"Source","Source"
"Manual","Manual"
"Auto","Auto"
"Auto-generated for removed product #%1","Auto-generated for removed product #%1"
